city,timestamp,aqi,co,no2,o3,so2,pm2_5,pm10,temperature,humidity,collection_status
Patna,2025-01-13 20:15:51,5,1228.33,15.59,50.07,6.5,214.47,231.01,15.97,88,success
Delhi,2025-01-13 21:13:02,5,867.84,19.71,35.41,7.09,76.95,95.45,10.06,100,success
Mumbai,2025-01-13 21:13:04,5,2883.91,77.46,11.36,46.73,238.13,308.44,25.03,57,success
Chennai,2025-01-13 21:13:06,3,473.98,5.18,82.25,5.42,36.72,49.05,25.24,91,success
Kolkata,2025-01-13 21:13:08,5,8544.92,174.11,0,26.46,858.93,1022.58,17.96,82,success
Bengaluru,2025-01-13 21:13:11,1,507.36,9.68,53.64,6.44,7.38,8.6,19.09,93,success
Ahmedabad,2025-01-13 21:13:13,3,634.19,10.54,65.8,3.19,45.9,55.77,15.04,63,success
Lucknow,2025-01-13 21:13:15,5,834.47,9.25,56.51,2.47,112.61,123.76,12.01,100,success
Hyderabad,2025-01-13 21:13:17,5,794.41,19.71,82.97,21.7,106.85,121.42,18.68,82,success
Jaipur,2025-01-13 21:13:20,5,787.74,14.57,65.8,3.61,81.28,90.94,8.6,100,success
Patna,2025-01-13 21:13:22,5,1228.33,15.08,43.63,5.96,210.54,226.16,14.97,94,success
Delhi,2025-01-13 22:13:03,5,841.14,18.68,34.33,7.09,75.59,93.87,10.06,100,success
Mumbai,2025-01-13 22:13:06,5,2777.1,72.66,8.05,41.96,231.93,305.03,25.03,57,success
Chennai,2025-01-13 22:13:08,3,473.98,4.71,81.54,4.89,36.49,48.65,24.97,91,success
Kolkata,2025-01-13 22:13:10,5,7156.37,141.2,0,18.36,760.6,909.39,17.96,77,success
Bengaluru,2025-01-13 22:13:13,1,494,8.48,55.79,6.38,7.72,8.88,19.31,93,success
Ahmedabad,2025-01-13 22:13:15,3,580.79,6,89.41,3.99,47.16,55.72,14.04,67,success
Lucknow,2025-01-13 22:13:18,5,847.82,9,52.93,2.41,116.91,127.94,12.03,73,success
Hyderabad,2025-01-13 22:13:20,5,801.09,18.68,76.53,20.5,108.35,122.59,17.68,88,success
Jaipur,2025-01-13 22:13:22,5,747.68,12.68,66.52,3.46,77.6,86.8,8.6,93,success
Patna,2025-01-13 22:13:25,5,1228.33,15.08,38.27,5.54,208.12,223.27,12.42,70,success
Delhi,2025-01-13 23:13:10,5,847.82,18.68,32.9,7.57,76.34,94.16,10.06,93,success
Mumbai,2025-01-13 23:13:12,5,2857.21,76.08,3.53,41.49,240.36,313.49,25.03,57,success
Chennai,2025-01-13 23:13:14,3,480.65,4.8,80.11,4.65,36.52,48.56,24.64,92,success
Kolkata,2025-01-13 23:13:17,5,6141.66,115.16,0,16.69,681.85,821.41,16.96,82,success
Bengaluru,2025-01-13 23:13:19,1,480.65,7.8,59.37,6.56,7.65,8.78,19.31,92,success
Ahmedabad,2025-01-13 23:13:21,4,587.46,4.97,95.84,4.77,57.88,66.5,13.04,76,success
Lucknow,2025-01-13 23:13:23,5,867.84,9.08,47.21,2.27,121.94,133.31,12.01,100,success
Hyderabad,2025-01-13 23:13:26,5,821.11,18.85,72.96,21.22,111.22,125.48,17.68,88,success
Jaipur,2025-01-13 23:13:28,5,734.33,12.17,64.37,3.55,75.5,84.81,8.6,93,success
Patna,2025-01-13 23:13:30,5,1228.33,14.74,33.98,5.19,208.07,221.35,11.63,73,success
Delhi,2025-01-14 01:05:05,5,1028.06,25.36,24.68,11.09,92.03,115.47,10.06,100,success
Mumbai,2025-01-14 01:05:08,5,3685,94.59,0.01,53.41,307.32,373.34,24.03,57,success
Chennai,2025-01-14 01:05:10,3,494,6.17,76.53,4.83,35.85,48.65,24.45,92,success
Kolkata,2025-01-14 01:05:12,5,4806.52,81.57,0,19.55,583.95,729.13,16.96,82,success
Bengaluru,2025-01-14 01:05:15,2,473.98,8.4,67.23,6.62,7.23,8.41,19.7,93,success
Ahmedabad,2025-01-14 01:05:17,5,627.52,6,103,8.94,89.75,97.99,13.04,76,success
Lucknow,2025-01-14 01:05:20,5,947.95,10.2,34.69,2.83,136.87,149.47,12.01,100,success
Hyderabad,2025-01-14 01:05:22,5,1001.36,28.79,63.66,25.75,121.99,137.64,17.68,88,success
Jaipur,2025-01-14 01:05:25,5,801.09,15.94,54.36,4.77,77.18,88.12,7.6,100,success
Patna,2025-01-14 01:05:27,5,1201.63,14.57,28.61,5.01,207.84,218.44,13.97,94,success
Delhi,2025-01-14 02:39:01,5,1628.88,40.78,9.74,17.41,133.63,176.66,10.06,93,success
Mumbai,2025-01-14 02:39:03,5,4432.68,83.63,0.63,79.16,350.16,432.36,24.03,60,success
Chennai,2025-01-14 02:39:05,3,560.76,12.68,74.39,6.86,36.79,54.42,25,91,success
Kolkata,2025-01-14 02:39:08,5,3898.62,58.26,4.02,26.7,498.58,647.38,17.96,82,success
Bengaluru,2025-01-14 02:39:10,1,620.84,20.74,59.37,8.11,9.94,11.75,19.09,93,success
Ahmedabad,2025-01-14 02:39:12,5,654.22,12,94.41,15.5,98.58,108.35,13.04,76,success
Lucknow,2025-01-14 02:39:14,5,1081.47,11.65,21.82,4.47,157.35,176.05,12.01,100,success
Hyderabad,2025-01-14 02:39:17,5,1548.77,56.89,34.69,38.62,127.14,146.51,18.19,94,success
Jaipur,2025-01-14 02:39:19,5,1094.82,29.82,40.77,7.99,90.24,104.04,7.6,93,success
Patna,2025-01-14 02:39:21,5,1295.09,16.11,25.39,8.23,221.54,237.48,14.97,88,success
Delhi,2025-01-14 03:14:30,5,1628.88,40.78,9.74,17.41,133.63,176.66,10.06,93,success
Mumbai,2025-01-14 03:14:32,5,4432.68,83.63,0.63,79.16,350.16,432.36,24.03,60,success
Chennai,2025-01-14 03:14:35,3,560.76,12.68,74.39,6.86,36.79,54.42,25.62,91,success
Kolkata,2025-01-14 03:14:37,5,3898.62,58.26,4.02,26.7,498.58,647.38,18.96,77,success
Bengaluru,2025-01-14 03:14:40,1,620.84,20.74,59.37,8.11,9.94,11.75,18.95,93,success
Ahmedabad,2025-01-14 03:14:42,5,654.22,12,94.41,15.5,98.58,108.35,13.04,76,success
Lucknow,2025-01-14 03:14:45,5,1081.47,11.65,21.82,4.47,157.35,176.05,12.01,100,success
Hyderabad,2025-01-14 03:14:47,5,1548.77,56.89,34.69,38.62,127.14,146.51,20.19,88,success
Jaipur,2025-01-14 03:14:50,5,1094.82,29.82,40.77,7.99,90.24,104.04,8.6,100,success
Patna,2025-01-14 03:14:52,5,1295.09,16.11,25.39,8.23,221.54,237.48,14.97,88,success
Delhi,2025-01-14 04:16:56,5,1869.2,35.64,18.24,21.22,153.13,200.37,10.06,93,success
Mumbai,2025-01-14 04:16:58,5,4859.92,85.68,4.83,92.51,366.32,456.24,26.03,53,success
Chennai,2025-01-14 04:17:00,3,487.33,6.6,90.12,6.62,33.39,47.74,27.68,82,success
Kolkata,2025-01-14 04:17:03,5,2616.88,54.84,40.77,60.08,424.21,510.64,19.96,73,success
Bengaluru,2025-01-14 04:17:05,2,667.57,25.02,55.08,9.06,10.82,12.59,19.99,86,success
Ahmedabad,2025-01-14 04:17:07,5,647.54,12.85,92.98,18.12,95.35,105.72,15.04,67,success
Lucknow,2025-01-14 04:17:10,5,1148.22,9.94,22.53,5.13,167.25,189.27,16.38,56,success
Hyderabad,2025-01-14 04:17:12,5,1201.63,37.01,52.21,37.19,94.01,111.56,22.19,78,success
Jaipur,2025-01-14 04:17:14,5,1081.47,24.68,52.21,10.25,91.41,104.68,12.6,82,success
Patna,2025-01-14 04:17:17,5,1321.79,14.22,35.41,10.61,232.01,249.87,14.97,88,success
Delhi,2025-01-14 05:13:41,5,1895.91,33.59,32.9,25.03,165.18,217.11,11.06,93,success
Mumbai,2025-01-14 05:13:43,5,5287.17,117.9,18.77,106.81,396.85,492.59,28.03,47,success
Chennai,2025-01-14 05:13:45,3,473.98,4.97,95.84,6.44,31.49,44.84,28.7,74,success
Kolkata,2025-01-14 05:13:47,5,2563.48,57.58,61.51,69.62,420.35,501.11,21.96,64,success
Bengaluru,2025-01-14 05:13:49,2,640.87,21.25,56.51,8.94,10.62,12.17,23.66,73,success
Ahmedabad,2025-01-14 05:13:52,5,627.52,11.31,95.84,19.31,89.62,100.23,17.04,63,success
Lucknow,2025-01-14 05:13:54,5,1214.98,9.68,30.76,5.48,177.39,203.43,12.01,100,success
Hyderabad,2025-01-14 05:13:56,5,961.3,26.39,71.53,37.19,78.51,94.98,22.19,78,success
Jaipur,2025-01-14 05:13:58,5,1121.52,21.94,62.94,13.59,98.71,112.53,14.6,72,success
Patna,2025-01-14 05:14:01,5,1335.14,13.71,54.36,12.52,245.08,264.84,14.97,88,success
Delhi,2025-01-14 06:19:36,5,1695.63,32.56,60.8,29.8,171.37,220.08,13.06,82,success
Mumbai,2025-01-14 06:19:38,5,5447.39,164.51,75.1,122.07,449.07,547.8,29.03,45,success
Chennai,2025-01-14 06:19:41,3,460.63,4.28,97.28,6.02,27.82,40.04,29.2,73,success
Kolkata,2025-01-14 06:19:43,5,2536.77,60.32,87.98,74.39,414.43,492.34,22.96,60,success
Bengaluru,2025-01-14 06:19:46,1,594.14,16.28,59.37,8.11,9.72,10.96,24.98,69,success
Ahmedabad,2025-01-14 06:19:48,5,607.49,9.94,105.86,20.27,85.1,95.74,20.04,52,success
Lucknow,2025-01-14 06:19:51,5,1241.68,9.94,52.93,6.26,193.42,221.85,13.01,100,success
Hyderabad,2025-01-14 06:19:53,4,814.44,20.56,95.84,38.15,73.42,88.99,26.19,61,success
Jaipur,2025-01-14 06:19:55,5,1161.58,21.94,82.25,17.41,111.78,126.42,16.6,63,success
Patna,2025-01-14 06:19:58,5,1348.5,12.85,87.98,14.66,264.39,285.32,15.97,88,success
Delhi,2025-01-14 07:13:03,5,1214.98,22.62,124.45,42.44,166.99,197.71,15.06,67,success
Mumbai,2025-01-14 07:13:05,5,4325.87,149.43,161.65,150.68,427.45,508.49,31.03,40,success
Chennai,2025-01-14 07:13:07,2,433.92,3.94,97.28,5.48,23.38,33.92,29.49,70,success
Kolkata,2025-01-14 07:13:09,5,1201.63,23.99,161.65,87.74,252.37,281.88,22.96,60,success
Bengaluru,2025-01-14 07:13:12,2,520.71,10.71,66.52,5.66,6.71,7.55,25.47,68,success
Ahmedabad,2025-01-14 07:13:14,4,547.41,9.6,121.59,25.99,74.81,83.98,22.04,49,success
Lucknow,2025-01-14 07:13:16,5,854.49,4.37,125.89,35.76,152.74,167.38,14.01,94,success
Hyderabad,2025-01-14 07:13:18,4,554.09,10.8,111.58,20.5,68.33,78.56,26.19,57,success
Jaipur,2025-01-14 07:13:21,4,620.84,10.28,127.32,22.41,57.59,63.41,17.6,55,success
Patna,2025-01-14 07:13:23,5,894.55,5.4,150.2,18.12,185.7,197.06,16.97,82,success
Delhi,2025-01-14 08:18:24,5,1041.41,17.31,150.2,43.39,160.27,185.34,17.06,63,success
Mumbai,2025-01-14 08:18:27,5,4165.65,134.35,248.91,141.14,512.29,602.48,32.03,35,success
Chennai,2025-01-14 08:18:29,2,417.23,3.81,98.71,5.25,20.33,29.88,29.14,71,success
Kolkata,2025-01-14 08:18:31,5,947.95,12.68,185.97,64.85,216.28,237.33,23.96,60,success
Bengaluru,2025-01-14 08:18:33,2,507.36,9,70.81,5.13,5.39,6.12,25.84,66,success
Ahmedabad,2025-01-14 08:18:36,4,507.36,10.2,131.61,31.95,69.83,78.14,23.04,46,success
Lucknow,2025-01-14 08:18:38,5,720.98,2.61,140.19,29.8,127.68,138.76,19.01,68,success
Hyderabad,2025-01-14 08:18:40,4,514.03,9.94,111.58,16.93,63.02,71.5,27.19,47,success
Jaipur,2025-01-14 08:18:42,4,554.09,7.88,143.05,20.74,50.69,55.59,18.6,52,success
Patna,2025-01-14 08:18:45,5,747.68,3.38,161.65,16.69,154.12,163.04,15.97,88,success
Delhi,2025-01-14 09:14:49,5,974.66,15.42,161.65,42.44,157.13,180.68,17.06,67,success
Mumbai,2025-01-14 09:14:51,5,3738.4,109.67,300.41,120.16,553.98,652.35,32.03,37,success
Chennai,2025-01-14 09:14:53,2,407.22,3.73,97.28,5.01,19.26,28.43,28.92,71,success
Kolkata,2025-01-14 09:14:55,5,907.9,11.48,188.83,55.79,206.76,226.18,23.96,57,success
Bengaluru,2025-01-14 09:14:58,2,507.36,8.82,75.82,5.31,5.33,6.11,25.16,69,success
Ahmedabad,2025-01-14 09:15:00,4,494,10.54,137.33,34.33,69.65,77.68,23.04,46,success
Lucknow,2025-01-14 09:15:02,5,694.28,2.46,145.91,27.42,123.39,133.78,19.01,72,success
Hyderabad,2025-01-14 09:15:04,4,520.71,10.71,111.58,16.93,62.25,70.52,28.68,47,success
Jaipur,2025-01-14 09:15:07,4,540.73,6.86,150.2,19.55,49.84,54.71,18.6,48,success
Patna,2025-01-14 09:15:09,5,720.98,3.38,163.08,16.21,146.51,155.09,15.97,88,success
Delhi,2025-01-14 10:14:46,5,1588.82,31.87,163.08,38.62,243.96,287.53,19.06,59,success
Mumbai,2025-01-14 10:14:48,5,2456.67,78.14,300.41,83.92,378.1,450.54,31.03,45,success
Chennai,2025-01-14 10:14:50,2,440.6,4.16,92.98,5.31,20.95,29.76,28.44,73,success
Kolkata,2025-01-14 10:14:53,5,881.2,24.33,158.79,48.64,157.87,180.64,23.96,60,success
Bengaluru,2025-01-14 10:14:55,2,440.6,7.63,70.1,4.23,4.82,6.26,25.09,68,success
Ahmedabad,2025-01-14 10:14:58,3,460.63,10.54,134.47,28.85,49.54,57.2,25.04,41,success
Lucknow,2025-01-14 10:15:00,5,680.92,4.28,121.59,14.9,118.05,129.63,19.01,72,success
Hyderabad,2025-01-14 10:15:02,4,534.06,10.8,125.89,18.36,69.44,78.3,28.68,47,success
Jaipur,2025-01-14 10:15:05,4,687.6,12.34,140.19,18.6,61.33,68.23,19.6,45,success
Patna,2025-01-14 10:15:07,5,767.71,7.63,127.32,10.85,146.35,158.23,15.97,88,success
Delhi,2025-01-14 11:11:24,5,2162.93,56.89,111.58,32.9,277.19,344.54,18.06,63,success
Mumbai,2025-01-14 11:11:26,5,1708.98,46.61,291.82,58.65,282,346.28,29.03,54,success
Chennai,2025-01-14 11:11:28,2,447.27,5.91,88.69,5.9,21.41,30.75,27.89,76,success
Kolkata,2025-01-14 11:11:30,5,1121.52,42.16,125.89,50.55,169.63,205.68,22.96,64,success
Bengaluru,2025-01-14 11:11:33,2,453.95,9.17,72.24,4.77,6.27,8.15,25.17,68,success
Ahmedabad,2025-01-14 11:11:35,3,480.65,11.31,128.75,20.03,47.79,55.62,24.04,38,success
Lucknow,2025-01-14 11:11:37,5,767.71,8.91,103,13.83,129.79,146.48,19.01,72,success
Hyderabad,2025-01-14 11:11:39,4,547.41,13.2,115.87,18.12,68.56,77.36,27.19,41,success
Jaipur,2025-01-14 11:11:42,4,947.95,25.36,113.01,17.88,73.04,83.04,19.6,37,success
Patna,2025-01-14 11:11:44,5,894.55,16.28,87.98,9.66,148.53,166.45,15.97,88,success
Delhi,2025-01-14 12:27:46,5,2777.1,90.48,60.08,34.81,304.82,393.66,17.06,72,success
Mumbai,2025-01-14 12:27:48,5,1241.68,37.01,234.6,46.73,194.35,243.4,28,61,success
Chennai,2025-01-14 12:27:51,2,453.95,8.48,82.97,6.14,20.93,30.37,26.95,79,success
Kolkata,2025-01-14 12:27:53,5,1361.85,56.21,95.84,48.64,181.14,228.89,22.96,64,success
Bengaluru,2025-01-14 12:27:55,2,467.3,12.34,70.81,5.01,7.64,9.94,23.96,73,success
Ahmedabad,2025-01-14 12:27:57,3,514.03,14.22,118.73,13.83,45.53,53.18,23.04,40,success
Lucknow,2025-01-14 12:28:00,5,867.84,15.42,95.84,16.21,138.84,160.63,17.01,82,success
Hyderabad,2025-01-14 12:28:02,4,560.76,15.25,108.72,16.93,67.16,75.98,26.19,47,success
Jaipur,2025-01-14 12:28:04,5,1228.33,42.16,80.11,17.41,82.71,95.99,18.6,42,success
Patna,2025-01-14 12:28:06,5,1041.41,26.39,62.23,10.25,155.92,179.41,15.97,88,success
Delhi,2025-01-14 13:19:11,5,3177.64,115.16,22.89,42.44,330.64,442.84,16.06,77,success
Mumbai,2025-01-14 13:19:13,5,1028.06,32.56,178.81,41.49,147.35,185.69,27.03,65,success
Chennai,2025-01-14 13:19:15,2,467.3,9.51,79.39,6.08,20.26,29.91,26.73,80,success
Kolkata,2025-01-14 13:19:18,5,1789.09,80.88,63.66,51.02,201.7,264.48,21.96,68,success
Bengaluru,2025-01-14 13:19:20,2,480.65,15.59,67.23,5.48,9.1,11.87,22.89,77,success
Ahmedabad,2025-01-14 13:19:22,3,567.44,17.99,104.43,10.61,44.32,51.99,23.04,40,success
Lucknow,2025-01-14 13:19:24,5,974.66,21.25,88.69,19.07,148.87,175.78,17.04,46,success
Hyderabad,2025-01-14 13:19:26,4,687.6,22.96,97.28,22.65,70.21,79.75,24.68,60,success
Jaipur,2025-01-14 13:19:28,5,1361.85,48.67,52.93,15.74,85.3,101.2,16.6,51,success
Patna,2025-01-14 13:19:31,5,1174.93,33.59,46.49,11.8,165.15,194.7,15.97,88,success
Delhi,2025-01-14 14:13:24,5,3417.97,120.64,4.6,47.21,357.67,495.1,14.06,88,success
Mumbai,2025-01-14 14:13:26,5,1041.41,30.85,141.62,37.67,135.89,173.16,26.03,73,success
Chennai,2025-01-14 14:13:28,2,473.98,8.91,78.68,6.26,20.34,31.06,26.41,81,success
Kolkata,2025-01-14 14:13:31,5,2403.26,105.56,33.62,52.93,234.93,320.18,20.96,68,success
Bengaluru,2025-01-14 14:13:33,2,473.98,16.28,67.23,6.5,11.3,14.78,22.14,81,success
Ahmedabad,2025-01-14 14:13:35,3,627.52,20.56,92.98,9.06,44.57,52.43,21.04,52,success
Lucknow,2025-01-14 14:13:37,5,1094.82,26.39,80.11,21.7,160.83,193.56,14.01,94,success
Hyderabad,2025-01-14 14:13:40,5,834.47,29.13,89.41,29.56,76.6,87.58,24.19,60,success
Jaipur,2025-01-14 14:13:42,5,1295.09,42.84,45.42,12.88,82.69,99.03,15.6,55,success
Patna,2025-01-14 14:13:44,5,1281.74,35.64,36.84,12.52,175.74,211.57,15.97,88,success
Delhi,2025-01-14 15:14:31,5,3578.19,113.79,0.51,50.07,383.95,541.98,13.06,88,success
Mumbai,2025-01-14 15:14:33,5,1134.87,30.85,120.16,38.15,143.83,183.21,26.03,69,success
Chennai,2025-01-14 15:14:36,2,487.33,8.31,79.39,6.44,20.3,32.14,26.15,82,success
Kolkata,2025-01-14 15:14:38,5,2964.02,119.27,15.74,51.98,268.61,372.55,19.96,77,success
Bengaluru,2025-01-14 15:14:41,2,473.98,15.59,68.67,7.09,14.08,18.14,21.51,83,success
Ahmedabad,2025-01-14 15:14:43,3,660.9,21.76,87.26,7.87,42.78,50.32,18.04,59,success
Lucknow,2025-01-14 15:14:46,5,1214.98,31.19,73.67,23.84,174.26,212.61,15.64,51,success
Hyderabad,2025-01-14 15:14:48,5,881.2,27.76,88.69,30.28,80.92,92.89,23.19,60,success
Jaipur,2025-01-14 15:14:51,5,1081.47,33.59,51.5,10.13,75.6,90.02,14.6,58,success
Patna,2025-01-14 15:14:53,5,1375.2,34.62,31.11,12.4,186.12,226.14,14.97,94,success
Delhi,2025-01-14 16:17:22,5,3685,106.93,0.12,51.98,411.12,584.15,12.06,94,success
Mumbai,2025-01-14 16:17:24,5,1482.01,39.76,97.28,44.82,167.88,214.27,26.03,65,success
Chennai,2025-01-14 16:17:26,2,480.65,7.28,81.54,6.38,19.62,31.4,26.13,83,success
Kolkata,2025-01-14 16:17:29,5,3524.78,131.61,5.5,55.31,308.86,421.22,19.96,73,success
Bengaluru,2025-01-14 16:17:31,2,500.68,15.94,67.95,8.11,19.07,24.04,20.76,87,success
Ahmedabad,2025-01-14 16:17:33,3,680.92,22.28,80.11,6.97,40.1,48.04,18.04,59,success
Lucknow,2025-01-14 16:17:36,5,1321.79,34.27,67.23,25.99,189.2,232.24,15.06,53,success
Hyderabad,2025-01-14 16:17:38,5,921.25,27.08,86.55,29.33,85,98.15,22.19,68,success
Jaipur,2025-01-14 16:17:40,4,921.25,27.08,59.37,8.11,71.74,84.09,13.6,67,success
Patna,2025-01-14 16:17:43,5,1441.96,31.87,27.54,11.44,195.65,238,14.97,94,success
